"CODE","GOVERN_TYPE","POPULATION","AGE25_PROPTN","AGE50_PROPTN","POP_DENSITY","GDP","INFANT_MORT","DOCS","VAX_RATE","HEALTHCARE_BASIS","HEALTHCARE_COST","DEATH_RATE","OBS_TYPE","HEALTHCARE_COST_shadow"
"State1","4",-0.984684358424774,3.01416721478088,1.22215675302234,-1.51324697157384,0.424689875857056,0.460008789885956,1.30609301386152,0.405723859508231,"2",-0.116699704083631,16.8606916283567,"Train",-0.549610037609285
"State2","1",-0.0473248693107663,-0.172580516065656,2.23308865439383,1.30611669525982,0.373248099873518,0.723844983049277,1.02137486657891,0.711579920401263,"1",-1.16125249237976,29.5586610159703,"Train",1.81437530487885
"State3","4",-1.49093121038032,-0.239862964458882,-1.27076674709999,-0.248991600567028,-0.522875159257797,-1.36741043719022,0.0429542388925157,-0.160680182370033,"3",1.74042581414902,16.8385855738793,"Test",-0.549610037609285
"State4","3",-1.1657378316963,1.44799083921031,0.540598202956396,-0.249792710300164,0.679186355773931,-1.15836788470255,-0.760519080975599,-0.268401179724036,"2",-0.151230118356714,16.5655670937958,"Train",-0.549610037609285
"State5","3",-0.578186559264734,0.672922237722793,0.55282726520437,0.0154596170039735,0.854266448518529,0.579928398347278,1.80103293893577,0.362072496459422,"2",-0.169525864759125,25.0843900875298,"Test",-0.549610037609285
"State6","3",-0.0636224206530776,-1.88536431602332,0.906444028624105,0.9333102645944,0.196589211277276,1.15869046153262,-0.197924908147376,0.113252088447759,"1",-1.16125249237976,22.1776739472355,"Train",1.81437530487885
"State7","4",0.557030232911788,0.0743005943787053,-0.257442638133451,0.246599244602681,-0.641984248572015,-0.524534037554677,-1.07454680086237,0.295694033290693,"3",1.7302393784168,23.6271940009857,"Train",-0.549610037609285
"State8","3",-0.78595264953569,0.894619292072974,1.43985445696589,-0.523771681684177,0.0336925780275897,-0.349095821680963,-0.801670042893046,0.806187341787526,"3",1.7932085477049,13.9117885414711,"Train",-0.549610037609285
"State9","4",-0.678140598395195,-0.405003034713489,0.374382339720963,-1.58784354632005,0.568707285331207,0.920559374435724,-0.125642973225039,0.891699831103767,"2",-0.101140261813245,11.3468012141354,"Train",-0.549610037609285
"State10","4",0.0632183273025031,0.455897796944523,-0.281586677237486,0.497167675382757,-0.11918768170551,-0.772857179873948,-0.980874006722212,0.543883760805972,"3",1.82482645179525,16.8509716783805,"Train",-0.549610037609285
"State11","2",2.15404561694924,-0.310881602077296,-0.766430061428841,0.0589734134559959,0.565674215881687,0.0553433949206536,0.187675260145065,0.240677352953714,"3",2.05372628525399,27.9511902989843,"Train",-0.549610037609285
"State12","4",-0.0285679730462932,0.19042202229927,-0.292910524984107,-1.68405113573473,-0.119258809279063,-0.740510422459499,1.02530993073213,0.306356774360752,"2",-0.166335167551236,18.3327845441595,"Train",-0.549610037609285
"State13","3",0.039377638936137,2.0145201337014,0.0350563901017592,0.00258097403296859,0.200362046566327,-1.61661979628745,-0.0863601239325358,0.786867200758649,"3",1.61442612998699,17.2452986163547,"Train",-0.549610037609285
"State14","4",0.0982138109218969,0.27406652059793,-0.601500555293981,0.21146235899904,-0.806727907373737,0.76953457679043,0.674142781585337,1.15217760897682,"1",-1.16125249237976,18.9568206005433,"Train",1.81437530487885
"State15","4",0.824872067570703,-0.390070147436076,0.513919993875533,-0.311712114914818,0.061199700217784,2.68372719634711,1.05395706191152,1.10478528292366,"2",-0.181336607088701,19.4392905285461,"Test",-0.549610037609285
"State16","4",-0.579720997243611,0.30631941453016,1.80835813600637,-0.33347186746273,0.530519346241746,1.31929614363664,0.831700562527497,0.20422794686314,"2",-0.241027026048113,22.1602442139281,"Train",-0.549610037609285
"State17","3",-0.0820345013368317,1.99312330300613,-0.256959481614872,0.115143581688816,0.428037139156605,0.674832366241995,0.547037755919264,0.383549030819303,"2",-0.167498587182706,18.3794184543348,"Test",-0.549610037609285
