"CODE","GOVERN_TYPE","POPULATION","AGE25_PROPTN","AGE50_PROPTN","POP_DENSITY","GDP","INFANT_MORT","DOCS","VAX_RATE","HEALTHCARE_BASIS","HEALTHCARE_COST","DEATH_RATE","OBS_TYPE","HEALTHCARE_COST_shadow"
"State1","UNSTABLE DEM",-0.996532236561113,3.02750550903321,1.22806851042918,-1.46283099035388,0.442602078820593,0.455015059660936,1.35060383805221,0.428201891950868,"INSURANCE",-0.116699704083631,16.8606916283567,"Train",-0.549610037609285
"State2","DICTATORSHIP",-0.319192220573902,-0.175018227088297,2.24704861924712,1.45485192351081,-0.141416600484813,0.659697292119069,1.06184466608545,0.733111871363652,"FREE",-1.16125249237976,29.5586610159703,"Train",1.81437530487885
"State3","UNSTABLE DEM",-1.50802423026704,-0.242633757466799,-1.28470159404887,-0.154487431081557,-0.461901771267168,-1.367829071995,0.0695372456333015,-0.136450135032566,"PRIVATE",1.74042581414902,16.8385855738793,"Test",-0.549610037609285
"State4","STABLE DEM",-1.17946157558477,1.45357577208942,0.541083952349857,-0.155316477794472,0.685533210076079,-1.15930987485479,-0.745339827559399,-0.24383792715162,"INSURANCE",-0.151230118356714,16.5655670937958,"Train",-0.549610037609285
"State5","STABLE DEM",-0.585822779452822,0.674670190904024,0.553410372322633,0.119185954205474,0.852656955774459,0.574634439448214,1.85256848028442,0.384685552370443,"INSURANCE",-0.169525864759125,25.0843900875298,"Test",-0.549610037609285
"State6","STABLE DEM",-0.0659273250290102,-1.8962811689628,0.90984234126183,0.0813202642910689,0.353013177125354,1.15194752386314,0.485555934836349,0.136634801756577,"FREE",-1.16125249237976,22.1776739472355,"Train",1.81437530487885
"State7","UNSTABLE DEM",0.561155810292191,0.0730850691171029,-0.26331023284864,0.252417576977589,-0.575598062152468,-0.54657523168975,-0.0283640328615758,0.318512412694431,"PRIVATE",1.7302393784168,23.6271940009857,"Train",-0.549610037609285
"State8","STABLE DEM",-0.795741500580021,0.897464757261517,1.4474993442498,-0.438849876826716,0.0693732785221556,-0.352063891483883,-0.787074847972843,0.827426650750256,"PRIVATE",1.7932085477049,13.9117885414711,"Train",-0.549610037609285
"State9","UNSTABLE DEM",-0.686812426215683,-0.408591354190235,0.373544815265421,-1.54002896028243,0.580074755124279,0.914412617669809,-0.10145287857064,0.912674630734114,"INSURANCE",-0.101140261813245,11.3468012141354,"Train",-0.549610037609285
"State10","UNSTABLE DEM",-0.135577320742266,0.456571369907522,0.425725528519954,0.617692545581517,0.323723316530486,-0.774764328011814,-0.968822266261245,0.565934433648314,"PRIVATE",1.82482645179525,16.8509716783805,"Train",-0.549610037609285
"State11","OTHER",2.17471761241495,-0.314003973087716,-0.776349794932759,-0.305592293885694,0.0416897267030125,0.110035607677916,0.216312302516451,0.263665911304436,"PRIVATE",2.05372628525399,27.9511902989843,"Train",-0.549610037609285
"State12","UNSTABLE DEM",-0.0305096839604415,0.189781356554058,-0.299060485811863,-1.63959158255831,-0.0766273795523191,-0.74249855338419,1.06583558088089,0.197188175580727,"INSURANCE",-0.166335167551236,18.3327845441595,"Train",-0.549610037609285
"State13","STABLE DEM",0.0381399015178991,2.02290967174327,0.0315174318198717,0.105858196246365,0.228468612772322,-1.61641451481698,-0.0616124850359802,0.808166271256166,"PRIVATE",1.61442612998699,17.2452986163547,"Train",-0.549610037609285
"State14","STABLE DEM",0.230484613793264,0.38099537798742,-0.610107255865006,0.208839860691902,-0.732855103243732,-0.50979819220688,0.333216645430801,1.17234669234657,"FREE",-1.16125249237976,18.9568206005433,"Train",1.81437530487885
"State15","UNSTABLE DEM",0.831772710878021,-0.393584541604528,0.514193353333835,-0.219395188535519,0.0956303659028118,2.67316620287644,1.09488930280741,1.12510096140045,"INSURANCE",-0.181336607088701,19.4392905285461,"Test",-0.549610037609285
"State16","UNSTABLE DEM",-0.587373115495411,0.306252499211909,1.81893674617476,-0.241913765676108,0.543622230333569,1.31215111633727,0.869478301299813,0.227329251412082,"INSURANCE",-0.241027026048113,22.1602442139281,"Train",-0.549610037609285
"State17","STABLE DEM",-0.084530170302673,2.00140691596624,-0.262823229835667,0.222346182865829,0.445797228946972,0.669300807397366,0.580775255461511,0.406095654986717,"INSURANCE",-0.167498587182706,18.3794184543348,"Test",-0.549610037609285
"State18","UNSTABLE DEM",0.0466201398427061,1.52844187274347,0.760339285002918,0.203014536907402,-0.0947159547895393,0.314035213843284,0.564701271688477,0.624383504603223,"PRIVATE",1.99919596549738,20.616779278975,"Train",-0.549610037609285
"State19","DICTATORSHIP",-1.35476160406102,0.480933205668269,-1.05178031085635,-0.893153563500667,0.495809424291215,-0.897671684649068,-0.958363984703652,0.157325131964534,"PRIVATE",1.85448245920964,11.6473922376121,"Train",-0.549610037609285
"State20","UNSTABLE DEM",0.0550084748818425,0.116789659840854,0.575604769403866,0.119512264672379,-0.207344175941792,-1.37199760247783,-0.736267563850167,0.59386670599777,"FREE",-1.16125249237976,15.3227192491354,"Test",1.81437530487885
"State21","UNSTABLE DEM",0.0988600482848372,0.278591568469106,0.693404691987057,-0.615255121737549,0.156880268359192,-1.26920463673388,-0.504206107972588,0.195784865916222,"INSURANCE",-0.150636392297676,15.9031072251046,"Train",-0.549610037609285
"State22","STABLE DEM",-0.233237696807892,-0.0975154255713952,0.800899663325599,0.684719424327948,0.162397980791596,-0.815259960049518,-0.230437705532535,0.130037165477697,"INSURANCE",-0.225643551239882,15.567486558722,"Test",-0.549610037609285
"State23","DICTATORSHIP",-1.27714744900086,-0.0407256826598018,-1.25339261109877,-0.308907616476956,-0.365122308769509,-0.239794349759952,0.311102425440734,-0.116445875657935,"INSURANCE",-0.136972984913014,22.4614072291957,"Test",-0.549610037609285
"State24","UNSTABLE DEM",-1.83446618511439,0.767552986881238,0.0391959661142968,0.164148660459194,-0.587626012725815,0.197541115333417,1.38726497590107,-0.128983473878245,"FREE",-1.16125249237976,23.5153636136151,"Train",1.81437530487885
"State25","UNSTABLE DEM",0.745459494874538,-1.09835465186875,1.16202667228267,0.0607339270395832,0.665908368265365,1.01858576465359,-0.767447450190196,0.580068617023255,"PRIVATE",1.70548104986864,16.5864636634909,"Train",-0.549610037609285
"State26","UNSTABLE DEM",-0.0560662722895494,1.37279358717485,1.36351331601104,0.202027038031528,0.408970080283258,-0.643647739959116,-0.531821583635662,0.245988241085722,"INSURANCE",-0.172326287828379,17.8649300284905,"Train",-0.549610037609285
"State27","UNSTABLE DEM",-0.226287960826372,2.51799495190277,0.447122200770618,0.338930276505926,-0.262842793803586,-2.97516581499454,-0.508099865522568,0.221782378925244,"FREE",-1.16125249237976,18.3066552268896,"Train",1.81437530487885
"State28","OTHER",-1.3341630042873,0.966106435488303,1.05524651237065,-0.0257095800665782,-0.59028818372611,-2.0163385367836,-0.65184528286453,0.560481587908225,"PRIVATE",1.90025266076699,16.6284348326574,"Test",-0.549610037609285
"State29","UNSTABLE DEM",0.274738390248269,-1.30567687281859,0.0245444985741043,-0.489294209804787,-0.0502057308156948,1.0272783097335,0.363231145646802,-0.141700690819834,"INSURANCE",-0.135307385480447,17.4627538332866,"Train",-0.549610037609285
"State30","STABLE DEM",2.2905396958641,-0.424686685829142,-0.0271175269370865,1.94783591709561,-0.628462015864138,0.842256969707315,1.09908278099708,0.975100801319043,"INSURANCE",-0.169063190536894,19.7788143366361,"Train",-0.549610037609285
"State31","STABLE DEM",-0.595847849495817,-0.0590488265171374,1.27289507217671,1.01552834454425,0.0302313243761902,0.17174232517865,0.0683229743554739,0.31043807232645,"INSURANCE",-0.172048703125173,25.3197026273137,"Test",-0.549610037609285
"State32","UNSTABLE DEM",-0.68147290666351,1.17450378354714,1.1801959637547,-0.0725084094884419,0.590735020142414,-1.02551443905223,-1.4871340126829,0.208190560978349,"PRIVATE",1.99210644024531,14.958511999176,"Test",-0.549610037609285
"State33","UNSTABLE DEM",-1.56785092452932,-1.09569358149045,0.033868975764504,-0.577360382997044,0.618095812379175,-0.0915297561919559,-0.611581746817118,0.343905357288536,"INSURANCE",-0.183317946887443,13.4632037497816,"Test",-0.549610037609285
"State34","UNSTABLE DEM",0.39951543442033,-0.485043298623384,0.564832023089648,0.106284976190871,-0.491567886670207,0.318610156770236,2.06374439676984,-0.51958028737301,"INSURANCE",-0.227915893289838,28.4986070672434,"Train",-0.549610037609285
"State35","UNSTABLE DEM",-0.991087893962457,0.637052642552072,0.20583126881265,1.37297187902211,-2.76340996167134,1.00138082933733,0.976288644428804,-6.02819018507575,"INSURANCE",-0.161576822592287,27.0643672703165,"Train",-0.549610037609285
"State36","STABLE DEM",0.395800795066558,-0.409083508063878,0.596624877131787,1.24006186077459,-3.43550419658987,-0.447068586486816,0.371619836993561,-2.52191258265287,"INSURANCE",-0.208941284878347,32.270838734611,"Train",-0.549610037609285
"State37","UNSTABLE DEM",-0.378516841917087,0.712430681380956,0.570264857090253,0.904857296050888,1.02624469610799,1.49142268293198,0.461857841569113,-0.166228242585975,"PRIVATE",1.80697316175277,24.5027700275257,"Test",-0.549610037609285
"State38","UNSTABLE DEM",-0.332778818748511,-0.189961840860392,-0.77923587171124,0.0584630739012311,-0.00332975501679354,0.845257702634497,-1.19761183921112,0.972720602288475,"PRIVATE",1.84167679311372,12.3376429637181,"Train",-0.549610037609285
"State39","STABLE DEM",-0.0855341964954935,0.0787146930478322,1.14261152099964,1.13436177047802,-0.22006355693968,0.43926677495138,0.417458983244431,-0.0354698079154308,"FREE",-1.16125249237976,23.3908166849767,"Train",1.81437530487885
"State40","UNSTABLE DEM",0.496348126283839,-0.307597894629403,-0.823285468670947,0.178259917684202,0.108605082650207,-0.530347368468967,-0.524433998643095,0.260811009090152,"INSURANCE",-0.181601102274045,18.7437844353041,"Test",-0.549610037609285
"State41","OTHER",-1.28168097357782,0.385083297549244,-1.24535994420431,-0.322842228671876,0.535305956476443,1.62116591745046,1.30350858430715,0.437209113195848,"INSURANCE",-0.186601954391055,19.3621590355179,"Train",-0.549610037609285
"State42","UNSTABLE DEM",-1.50684199080982,-0.479310251415574,-0.165580675392983,1.13978941581931,-0.152738619699643,1.74959144953464,1.74740791833085,-0.2221360960857,"FREE",-1.16125249237976,29.0212955668233,"Train",1.81437530487885
