"CODE","GOVERN_TYPE","POPULATION","AGE25_PROPTN","AGE50_PROPTN","POP_DENSITY","GDP","INFANT_MORT","DOCS","VAX_RATE","HEALTHCARE_BASIS","HEALTHCARE_COST","DEATH_RATE","OBS_TYPE"
"State1","UNSTABLE DEM",-0.952312867691845,2.90737159985078,1.1939911197928,-1.50290752506562,0.424142602139387,0.458351627697951,1.28079537517982,0.38835244094565,"INSURANCE",-0.116699704083631,16.8606916283567,"Train"
"State2","DICTATORSHIP",0.602666989977916,-0.151580754061658,2.17647345034935,1.2834736689683,0.104812750989967,1.86372857921749,1.00868998762268,0.691460812544039,"FREE",-1.16125249237976,29.5586610159703,"Train"
"State3","UNSTABLE DEM",-1.44044533608883,-0.216165032853873,-1.22877671152854,-0.253442111408649,-0.489760990303385,-1.27686734730643,0.073612520199272,-0.172963252126424,"PRIVATE",1.74042581414902,16.8385855738793,"Test"
"State4","STABLE DEM",-1.12688793611644,1.40400223542952,0.531612940044904,-0.254233849317818,0.669598310867475,-1.07837178685405,-0.694267648947537,-0.279716526851771,"INSURANCE",-0.151230118356714,16.5655670937958,"Train"
"State5","STABLE DEM",-0.560360259324101,0.66001553701143,0.543497852927375,0.00791540981058354,0.838458832092921,0.57222083570126,1.7538099034605,0.345093224394103,"INSURANCE",-0.169525864759125,25.0843900875298,"Test"
"State6","STABLE DEM",-0.0642081111006983,-1.79567827264114,0.887163159539174,0.711718937850385,0.305565616589141,1.12178215100969,0.292563305123373,0.0985081200392843,"FREE",-1.16125249237976,22.1776739472355,"Train"
"State7","UNSTABLE DEM",0.534236522444131,0.0853998975977957,-0.243969494706195,0.64854532442349,-0.604638830433542,-1.55970823639287,-1.65115298609606,0.27931107895768,"PRIVATE",1.7302393784168,23.6271940009857,"Train"
"State8","STABLE DEM",-0.760692121342395,0.872822066908855,1.40556239104964,-0.5250076634255,0.0470351510624765,-0.309930578132177,-0.733595659992024,0.78521831845641,"PRIVATE",1.7932085477049,13.9117885414711,"Train"
"State9","UNSTABLE DEM",-0.656737770924482,-0.374682634275811,0.370074711341796,-1.57663142789424,0.563043915521824,0.895665683180858,-0.0875159859467182,0.869962597553875,"INSURANCE",-0.101140261813245,11.3468012141354,"Train"
"State10","UNSTABLE DEM",-0.177702270285786,0.45169423892146,-0.573388161363875,0.483988181362131,-0.0795771877301753,-0.712311563685553,-0.904861048218612,0.525271168599042,"PRIVATE",1.82482645179525,16.8509716783805,"Train"
"State11","OTHER",2.07410794775153,-0.28433567171922,-0.738633031572327,0.148729141054098,0.291064724071306,0.400568917899804,0.211922529418679,0.224788646611561,"PRIVATE",2.05372628525399,27.9511902989843,"Train"
"State12","UNSTABLE DEM",-0.0304079719541635,0.196864608732281,-0.278439246907775,-1.67171352780987,-0.100482768181676,-0.681596823239694,1.01245073194718,0.465614496636145,"INSURANCE",-0.166335167551236,18.3327845441595,"Train"
"State13","STABLE DEM",0.0351064291045521,1.94781249758778,0.0402980475052871,-0.00481257168439905,0.207783828359984,-1.51350314616803,-0.0499733318057598,0.766071741896129,"PRIVATE",1.61442612998699,17.2452986163547,"Train"
"State14","OTHER",0.432786089275213,-0.00903302196659085,-0.578344959403387,0.315072860598921,-0.763530110748471,0.733147084084184,-0.266018219622515,1.12810034659224,"FREE",-1.16125249237976,18.9568206005433,"Train"
"State15","UNSTABLE DEM",0.792494515332382,-0.360348587609426,0.505685507151272,-0.315428886550391,0.073565106111244,2.56987498084316,1.03982882079176,1.0811337743612,"INSURANCE",-0.181336607088701,19.4392905285461,"Test"
"State16","UNSTABLE DEM",-0.561839792471494,0.308114268485806,1.76369566680361,-0.336934081499018,0.526212570518034,1.27428466545806,0.82741808589767,0.188666687499211,"INSURANCE",-0.241027026048113,22.1602442139281,"Train"
"State17","STABLE DEM",-0.0819613758524062,1.92727372541325,-0.243499935142635,0.106433216439101,0.427370956754582,0.662336537371753,0.555365587472438,0.366376822104717,"INSURANCE",-0.167498587182706,18.3794184543348,"Test"
"State18","UNSTABLE DEM",0.0431993801517247,1.47551203635337,0.743014996226179,0.087971534228085,-0.11875932265943,0.324148763444412,0.54021864840083,0.583374884170111,"PRIVATE",1.99919596549738,20.616779278975,"Train"
"State19","DICTATORSHIP",-1.29418211992212,0.474963916521481,-1.00419819113655,-0.958866751715476,0.477902886482264,-0.829310693617113,-0.895005933532461,0.119076198228278,"PRIVATE",1.85448245920964,11.6473922376121,"Train"
"State20","UNSTABLE DEM",0.0512046250798568,0.127145180907735,0.564897292210799,0.00822703563670779,-0.232557993512512,-1.28083549415239,-0.685718615454308,0.553038398793317,"FREE",-1.16125249237976,15.3227192491354,"Test"
"State21","UNSTABLE DEM",0.0930535240493331,0.281693396642533,0.678477863094733,-0.693474310233745,0.135451526922194,-1.18298384487624,-0.46704098191437,0.157308686888224,"INSURANCE",-0.150636392297676,15.9031072251046,"Train"
"State22","STABLE DEM",0.437544770620057,-0.0775524574214421,0.782122584959142,0.547998712988567,0.417231863483437,-0.750860547603769,0.973151707281428,0.0919494669156933,"INSURANCE",-0.225643551239882,15.567486558722,"Test"
"State23","DICTATORSHIP",-1.22011255567036,-0.0233086384613725,-1.19858915215425,-0.0217646741810029,-0.39197578082892,0.144574117450992,0.301245763583757,-0.184687379371358,"INSURANCE",-0.136972984913014,22.4614072291957,"Test"
"State24","UNSTABLE DEM",-1.7519788872857,0.748734332187813,0.200291778198143,-0.0772138491033532,-0.616791777308936,1.01471777392551,1.31534213279346,-0.165540708895396,"FREE",-1.16125249237976,23.5153636136151,"Train"
"State25","UNSTABLE DEM",0.71012317090957,-1.03352336019387,1.13031476488171,-0.0479061561567971,0.649769524699021,0.994831167597769,-0.715100245131227,0.539321837963495,"PRIVATE",1.70548104986864,16.5864636634909,"Train"
"State26","UNSTABLE DEM",-0.0547974065854029,1.3268415724463,1.32458457014407,0.087028474828522,0.390161094729199,-0.587497824772949,-0.493063773352283,-0.0152267641445952,"INSURANCE",-0.172326287828379,17.8649300284905,"Train"
"State27","UNSTABLE DEM",-0.217245175118713,2.42070275786901,0.441016705755466,0.217770786570042,-0.503487390928735,-2.80693849669256,-0.488487749134507,0.666554887033471,"FREE",-1.16125249237976,18.3066552268896,"Train"
"State28","OTHER",-1.27452424555304,0.938386490622579,1.02735925136412,-0.130459528013063,-0.619481613997449,-1.89420259239338,-0.606165272335915,0.519850541842126,"PRIVATE",1.90025266076699,16.6284348326574,"Test"
"State29","UNSTABLE DEM",0.260899610120306,-1.23155118076544,0.0335748704316306,-0.573181897879752,-0.0737865416301591,1.00310585707987,0.350368032213072,0.0862780185753184,"INSURANCE",-0.135307385480447,17.4627538332866,"Train"
"State30","STABLE DEM",2.18464050776149,-0.00514343847228137,-0.382158201664137,1.75427237096466,-0.658052154437786,0.826978598353416,0.434144866175075,0.932019913446133,"INSURANCE",-0.169063190536894,19.7788143366361,"Train"
"State31","STABLE DEM",-0.569927490573381,-0.281042756055452,1.23721208600738,0.863920552791381,0.0074864277422196,0.931945925353081,1.07388828250882,0.271284447079697,"INSURANCE",-0.172048703125173,25.3197026273137,"Test"
"State32","UNSTABLE DEM",-0.651642103951922,1.13744123960181,1.1478332695861,-0.175152314053736,0.573814963644528,-0.951007973930192,-1.39327988414642,0.169641080980636,"PRIVATE",1.99210644024531,14.958511999176,"Test"
"State33","UNSTABLE DEM",-1.49753978195629,-1.0309815874645,0.0425653639672429,-0.657284912517626,0.601460093419078,-0.0619204672598762,-0.568223879839253,0.304553985407742,"INSURANCE",-0.183317946887443,13.4632037497816,"Test"
"State34","UNSTABLE DEM",0.379978163295091,-0.447707184491382,0.554510403581966,-0.00440499771338518,-0.519735400515158,0.328503786256591,1.952806542101,-0.553829620651998,"INSURANCE",-0.227915893289838,28.4986070672434,"Train"
"State35","UNSTABLE DEM",-0.947117164876976,0.624084409700263,0.285061240453365,1.20527839454495,0.112119459053251,0.978453283331059,0.420672600487202,-6.02989104402383,"INSURANCE",-0.161576822592287,27.0643672703165,"Train"
"State36","STABLE DEM",0.376433169239908,-0.375152724546583,0.585164502777878,1.0783495999238,-3.49426554684594,-0.321362834041119,-0.422810402309339,0.0123734684059886,"INSURANCE",-0.208941284878347,32.270838734611,"Train"
"State37","UNSTABLE DEM",-0.961396379897003,0.696083198251995,-0.634981663147046,0.758229928638718,1.01385052277444,1.44493854563997,0.443306570354157,-0.188716224155251,"PRIVATE",1.80697316175277,24.5027700275257,"Test"
"State38","UNSTABLE DEM",-0.318872660942338,-0.165854435161511,-0.741415734997988,-0.0500748162428707,-0.0264234235210216,0.829835084338006,-1.12045550013692,0.92965377819,"PRIVATE",1.84167679311372,12.3376429637181,"Train"
"State39","STABLE DEM",-0.0829195487854482,-1.25635046874852,1.11159502451035,0.977406230645903,-0.245409556263174,-0.221353048273336,0.401468354552226,-0.273157319216649,"FREE",-1.16125249237976,23.3908166849767,"Train"
"State40","UNSTABLE DEM",0.472388565574104,-0.278216782245153,-0.783887565710418,1.98653332408706,0.0866746580995757,-0.479643866735323,0.208508281226869,0.594288242080884,"INSURANCE",-0.181601102274045,18.7437844353041,"Test"
"State41","OTHER",-1.22443903696336,0.383411026918836,-1.1908441989184,-0.414220597549794,0.517809872671001,1.56844494890572,1.23641627482045,0.397306441629557,"INSURANCE",-0.186601954391055,19.3621590355179,"Train"
"State42","UNSTABLE DEM",-1.43931708878175,0.408685649347207,0.133905925664463,0.982589620806288,-0.177384967977912,1.69069699244444,1.65471433094169,-0.133072443369961,"FREE",-1.16125249237976,29.0212955668233,"Train"
"State43","OTHER",1.83187293486022,1.05213515923128,1.51320936959294,-0.553097837237848,0.646989360549458,-0.397093984761165,-0.856829176730392,0.298457941322102,"FREE",-1.16125249237976,15.6851916614696,"Train"
"State44","STABLE DEM",-1.44979357088467,-0.0196958928028325,1.66740952060828,-0.660612244032934,-0.61687915459389,-0.041576851449489,1.03008315354567,0.322187898915718,"PRIVATE",1.71093625040437,20.4388307826395,"Test"
"State45","UNSTABLE DEM",-0.251515625356091,0.0690973123686348,1.54809858829405,0.157280074282493,0.502172358321179,0.906258631882737,0.224216676456404,0.322939903815983,"FREE",-1.16125249237976,19.7925311384356,"Train"
"State46","UNSTABLE DEM",-0.67269855459414,-1.28855953203161,1.1805296167941,0.911183002945073,1.0990811818257,1.59014965073929,-0.226417519002663,0.115102029588465,"INSURANCE",-0.178920449826934,22.6422881851141,"Train"
"State47","STABLE DEM",-0.394919764178744,0.585998385048514,1.73813169714232,-0.288514812231748,0.736949903703408,-0.861028984874289,0.0684862055621721,0.0843296669738,"INSURANCE",-0.197135049586471,21.6053555860398,"Test"
"State48","UNSTABLE DEM",-0.118407363000246,-1.18058387201414,-0.0328847836916893,1.31001680792285,0.0837332290761564,1.31250287406024,1.10723637036807,0.467983510610165,"INSURANCE",-0.21142850832222,27.946112732531,"Train"
"State49","STABLE DEM",2.25647776328283,0.973874182297513,1.70351602321954,-0.608023057187772,0.426523013488951,0.0527493202744991,-0.893427304193818,0.367345377738977,"INSURANCE",-0.194373691986852,15.8420311248542,"Test"
"State50","STABLE DEM",1.26914187257423,0.567232580179552,-0.076353200128005,-1.30437684907956,0.960855313581185,-1.12491299974307,-1.41189166674291,-0.44275150024158,"FREE",-1.16125249237976,12.1648068028984,"Train"
"State51","UNSTABLE DEM",1.62314644079696,0.0686369665066013,1.29147238581248,0.742507668195646,0.408148640220405,1.18848895390722,0.365870498101697,0.582644313208583,"FREE",-1.16125249237976,25.648295000648,"Train"
"State52","STABLE DEM",-0.0239479963795763,-0.639303030644769,-0.444998801878798,-0.780473593769587,-0.00298632357404442,0.258191299720247,-0.773751411587791,0.809038310896609,"INSURANCE",-0.211512644919811,11.9066167300781,"Test"
"State53","UNSTABLE DEM",2.03252688084303,0.491177454042289,-0.249668474268317,0.262029074542236,-0.0950233402395565,1.97940204672658,0.977849284230308,0.386859837825825,"INSURANCE",-0.113977625110013,18.1506621806233,"Train"
"State54","STABLE DEM",0.789910173721418,-1.399441825727,-1.06642167743412,0.395211822530985,-0.234693299811651,-0.282970431975924,0.730185203790475,0.061383979189163,"INSURANCE",-0.137724987676823,20.4429699703262,"Train"
"State55","STABLE DEM",-0.335803254346878,1.44977075415505,-0.17317581030344,-0.128471935378044,-5.43279980888808,-1.69137496225957,0.230358377330911,-3.32201267899988,"INSURANCE",-0.161438405585161,27.3431716494132,"Test"
"State56","UNSTABLE DEM",0.408936290144239,-0.629256346377337,0.271461764965663,1.30663443129408,-0.110907424769659,-1.01291217866446,-1.4099034432361,0.130526033069746,"INSURANCE",-0.0936771034455218,17.5172861591884,"Train"
"State57","OTHER",-0.811900163365417,-0.436840051772865,-1.23805398961245,1.22333538719564,0.8592184024833,0.326910437554146,0.17161310778473,-0.188974724627303,"INSURANCE",-0.166573911802937,26.8639693761601,"Test"
"State58","UNSTABLE DEM",-0.61661520623679,-0.227224592835672,0.366992293485952,0.45900840364615,0.519784000422249,-1.35758603716769,-1.42485254906399,0.147774210117117,"INSURANCE",-0.189596629010017,16.8794303531898,"Test"
"State59","UNSTABLE DEM",2.56440354486424,-0.0608313142391826,-0.0984860405708913,-0.374386384085737,-0.875926212332709,-1.84736101097696,-1.02415149985389,0.150974767950654,"INSURANCE",-0.174509678872151,15.7503306534463,"Train"
"State60","UNSTABLE DEM",1.83544967724157,0.986524980164772,0.18317565242345,-1.87555613081594,-0.707129373722271,-3.94416981316067,-2.22957450170435,0.249606164284607,"INSURANCE",-0.159847229602504,3.01941028782028,"Train"
"State61","STABLE DEM",1.17314154970494,0.967684705386072,0.440974395143005,0.0485599093482765,1.35993085626307,-1.15735716393412,-1.13500069395395,0.517039587279478,"FREE",-1.16125249237976,16.2748293964386,"Train"
"State62","UNSTABLE DEM",-0.516431624097146,0.856152452074713,0.393881492536048,1.17169241815284,-0.425705129123143,-0.889700415622555,0.425894388385649,0.277767276388022,"INSURANCE",-0.181802182422681,20.8816729418966,"Test"
"State63","DICTATORSHIP",-0.370467649944604,-0.783443970853132,0.0595903277654682,-0.0387192433499521,1.27908848051651,1.35327487599891,-0.151639933273372,-0.762356946244316,"FREE",-1.16125249237976,24.3050834321479,"Train"
"State64","UNSTABLE DEM",1.18106348673173,-0.908111201147414,-0.358348165867222,0.171750356028965,0.466615915246317,1.21192740701502,0.848703072473244,0.057593021074505,"INSURANCE",-0.18823972160418,23.846923821194,"Test"
"State65","STABLE DEM",-1.51833169022848,-0.700236837615964,-1.35123918065373,-0.764631216534621,-0.412251896297897,-1.03442338358774,0.14205586120942,-0.014614382467719,"FREE",-1.16125249237976,14.6104127911267,"Train"
"State66","STABLE DEM",-0.539917637451457,1.19045085169361,0.90938847350413,0.416788822711421,-0.540810143660485,1.72758449872171,3.50678117821354,0.462152590106187,"PRIVATE",1.86701172945735,27.293948206917,"Train"
"State67","OTHER",-0.234457221394074,-1.31648066712566,-0.958790681642816,0.00176065559661822,-0.115095911540878,-1.09649065233945,-0.0747189262532047,-0.393462230549596,"FREE",-1.16125249237976,17.5751188336973,"Train"
"State68","STABLE DEM",-1.20932704908816,-0.378132993459606,-1.32524772515358,-0.400180409562301,-0.224183024280363,-0.993180688748575,-0.346773025016253,0.135282686978838,"INSURANCE",-0.261280818699063,15.3081919178072,"Train"
"State69","UNSTABLE DEM",-0.508406999909406,-0.710758106475159,-1.31046705346182,1.10585564461585,-0.774335721586991,1.94234398138814,0.503276129172259,0.175976321162956,"PRIVATE",1.76079132720066,22.6816243165252,"Train"
"State70","STABLE DEM",3.06460540427212,-0.442911514644182,-0.963913879428362,-0.393735990585754,-0.141825297028111,0.579701684619982,0.440372441654612,-0.117000681600015,"INSURANCE",-0.154935087657522,17.0640951148382,"Train"
"State71","DICTATORSHIP",-0.630337220016392,-1.42911714356353,-0.686444582067016,-1.19332754166299,-0.105616785487247,0.850306281315489,0.463510374000318,0.45420949554375,"INSURANCE",-0.131260007275216,13.7772582992334,"Train"
"State72","UNSTABLE DEM",2.69682565127249,-1.25635840349815,0.0339974082204647,0.287631764261209,0.450917617713794,1.63086046903078,0.084005243639055,0.322939903815983,"FREE",-1.16125249237976,20.8153779520529,"Train"
"State73","UNSTABLE DEM",-1.22618879579563,-1.05968026202476,0.668234765107395,0.813102467484848,0.797037759312558,-2.40710490910018,-2.39744492397351,-0.263927757307685,"PRIVATE",1.7645491254794,12.0210116707965,"Train"
"State74","STABLE DEM",-1.60920334298622,-0.0890147886280741,0.3855401967995,1.95235685589661,0.663123135240095,0.718935845801578,-0.193244943618347,0.442475091907064,"INSURANCE",-0.127361483829754,27.3197125076426,"Train"
"State75","STABLE DEM",0.0368673551827635,0.576081814243855,-0.167747911706412,0.594481004432327,-0.16655952942753,-0.681514200039915,0.441442876758236,0.306897992712547,"PRIVATE",1.76931732094097,22.7789159713359,"Test"
"State76","UNSTABLE DEM",-1.73317526258858,0.434210799616963,0.796242926479772,1.18788953908134,1.05588347750157,0.662417546931934,-0.884851380868849,-0.263927757307685,"PRIVATE",1.78122878925649,21.5254761352881,"Train"
"State77","STABLE DEM",-1.364379910173,-0.551832886749447,-0.462752291692433,0.440455562190013,0.789993664013716,-0.575688691534397,0.899892010719099,0.00468983663876594,"INSURANCE",-0.138030757068834,20.3328464781697,"Train"
"State78","STABLE DEM",2.30249582445652,-0.113480192997647,0.553072855576137,-0.10600668392075,-4.90729330505596,-1.09025962133168,-0.503105058342962,-3.44736562639881,"INSURANCE",-0.174275045015495,27.7074808379798,"Train"
"State79","STABLE DEM",0.971992814900411,-0.181292590456417,-0.0561262452735469,-2.02279296495399,0.68782025373963,-0.215623253661327,-0.491347786061647,-0.0252182095835606,"PRIVATE",1.88644879995587,9.06241728159059,"Train"
"State80","STABLE DEM",1.8901775855414,-0.876444131094735,-0.632938894138273,0.890633767145932,0.441120827613278,0.446433106317489,-0.294257640324452,0.824098218735445,"INSURANCE",-0.210349964931888,18.1124627526844,"Test"
"State81","UNSTABLE DEM",-0.00596007084533837,2.20194254130793,-0.391196615556063,-0.758635492729909,-0.233248481622698,-0.169424568938252,2.2012604453668,0.139655573321866,"FREE",-1.16125249237976,20.5832177544998,"Train"
"State82","STABLE DEM",2.83995013475087,-1.52737383315182,-0.257326762204866,-0.346127344678529,-0.558920685673805,-0.475006210787644,1.49134960796767,-0.285092106156436,"INSURANCE",-0.205904677730548,22.3512572630786,"Train"
"State83","DICTATORSHIP",-0.33574508951565,0.80795970369307,0.705147836554092,-0.182209216029712,-0.683449459434592,-0.109643743070957,-0.0705100334287735,1.0202685333209,"INSURANCE",-0.10646050478261,14.8673223680221,"Train"
"State84","UNSTABLE DEM",-0.491836984864355,0.134235383065387,-0.735492096080044,0.449287428995213,0.329275819130904,0.778373673325207,1.39190222685682,-0.0439097982738334,"INSURANCE",-0.245340774019964,23.9041827414405,"Train"
"State85","STABLE DEM",1.04460003122165,0.146799588442371,1.36112928550201,0.977088366644965,0.59344478557899,-0.575688691534397,-0.644973656218969,0.412522907252663,"INSURANCE",-0.21923170560675,20.8841484716884,"Test"
"State86","UNSTABLE DEM",2.62674119315038,-0.676520999459448,-0.75184784337508,0.72591946692311,0.0605072863630205,-1.01960180586336,0.231255091889191,0.337604639968791,"INSURANCE",-0.148134933643299,18.4164116154809,"Test"
"State87","STABLE DEM",-1.47869958681809,0.450346918180944,1.38345252630248,-0.528059277618639,1.17428224867385,-0.588380220529075,-0.746450832805658,-0.281781234258531,"INSURANCE",-0.145787218446471,18.292039439072,"Test"
"State88","UNSTABLE DEM",-0.644403094323066,-0.486392195957161,-0.690945579781729,0.856610619212466,-0.889182589332031,-0.0766305048119536,0.691900196239701,0.659215599977805,"INSURANCE",-0.172826164434085,31.8044422884604,"Test"
"State89","UNSTABLE DEM",-1.40697624159698,-1.39136032625941,0.0672033524254157,1.18066937834789,0.229890708488707,-0.805451926759671,0.792840296988668,0.538392220708789,"INSURANCE",-0.183301293640834,17.1254756440333,"Test"
"State90","UNSTABLE DEM",-0.0960826376000475,-0.563353345603698,0.167293173392225,-0.242807579866062,-0.367500799926978,1.07918710585985,0.609191500238183,0.687800681922829,"INSURANCE",-0.122145096526578,18.12608529184,"Train"
"State91","STABLE DEM",-1.58268969805219,-0.481381657828939,-1.92425019472703,-1.14027987064619,0.488678915246966,0.841389741553364,1.13240710930969,-0.171869774709562,"INSURANCE",-0.225861403226764,16.3894397216952,"Train"
"State92","UNSTABLE DEM",0.238913876836644,0.788920129209248,-0.0801083810334242,-0.598024741750665,-0.313424220489233,-1.10113468446459,-1.06479788413269,0.0536043322903183,"FREE",-1.16125249237976,14.3412113935329,"Train"
"State93","STABLE DEM",-1.21908312359773,-0.420580957614809,-0.351345863282708,-0.201318054858162,0.893620051335468,1.59951134799673,-0.599435216667222,0.631415691708579,"FREE",-1.16125249237976,16.0339291496361,"Train"
"State94","UNSTABLE DEM",-0.544120917061546,-0.150920243114824,-0.518132712882235,0.880594034307222,-0.421968677974813,0.572811136958148,0.0832849414461353,0.171423502831561,"INSURANCE",-0.139942459437848,21.4454143707603,"Train"
"State95","OTHER",-0.760301597452895,0.566333131579151,0.390467113873577,-1.65882544696264,0.687507867914179,0.041844427060197,1.04648704146323,0.429729092007226,"INSURANCE",-0.217024082318189,15.36284639743,"Train"
"State96","OTHER",0.337223915778912,0.152507479644505,0.825311390512926,0.269527824131611,0.160136468256399,-0.0812153322434672,-0.568681550334259,0.954141395366784,"INSURANCE",-0.160128026287582,21.1255779790071,"Train"
"State97","OTHER",-0.659335261887865,-0.0422798360837805,-0.801002746943468,0.363095462022303,-0.451984236006404,0.720176729384704,0.834729691845437,0.139655573321866,"FREE",-1.16125249237976,25.5847358481497,"Train"
"State98","STABLE DEM",-1.35228208414469,-2.13910891753984,-0.816893595866879,-0.000347478691194752,1.04870272294995,1.76610632237962,-1.17558761100523,0.532186501223395,"INSURANCE",-0.165586544693158,13.0973408703504,"Test"
"State99","STABLE DEM",-1.00495687197143,0.65808706169953,2.0196835542743,-0.370418627085722,-0.539628632451028,-0.542716257125957,0.952912620286595,0.471133462046326,"INSURANCE",-0.179217012840979,22.7823220578679,"Train"
"State100","UNSTABLE DEM",0.778808088562806,1.31307913697483,-0.222021771550749,0.219863047565889,0.489329312386121,-1.55970823639287,-1.65115298609606,0.402291123778361,"PRIVATE",1.72815310051455,15.1996218000512,"Train"
"State101","DICTATORSHIP",1.08413865576973,0.461050562464955,-0.0413685938738131,0.992166670763299,0.0384567115498236,-1.3294618576272,-0.72649695432491,-0.363676904479681,"INSURANCE",-0.22000398956569,20.2096913104878,"Test"
"State102","UNSTABLE DEM",-1.42256508107811,-0.507558342302224,0.275319601699979,0.962933363160877,0.0912748330007983,-0.872343681084125,-1.64114815242118,-0.424767467672926,"PRIVATE",1.64219212055902,19.2360823000618,"Train"
"State103","UNSTABLE DEM",0.166347014698179,-1.28855953203161,-1.04506539262269,1.14434488861654,-5.81951396163292,0.687114057253319,-0.374046763975637,-3.37439341453181,"INSURANCE",-0.057459782426876,35.2637283508978,"Train"
