"CODE","GOVERN_TYPE","POPULATION","AGE25_PROPTN","AGE50_PROPTN","POP_DENSITY","GDP","INFANT_MORT","DOCS","VAX_RATE","HEALTHCARE_BASIS","HEALTHCARE_COST","DEATH_RATE","OBS_TYPE","HEALTHCARE_COST_shadow"
"State1","UNSTABLE DEM",-0.978810691564864,3.03241316248188,1.23168725241822,-1.45956698576719,0.445634818161806,0.460752768628544,1.34849322699165,0.425196520583823,"INSURANCE",-0.116699704083631,16.8606916283567,"Train",-0.549610037609285
"State2","DICTATORSHIP",-0.402225565863609,-0.169910576597113,2.25089942042225,1.4530103628888,0.0240777858448901,0.577378378932004,1.05961605275256,0.729503946410891,"FREE",-1.16125249237976,29.5586610159703,"Train",1.81437530487885
"State3","UNSTABLE DEM",-1.48852843036183,-0.237521884397667,-1.28165510207752,-0.153512857373557,-0.453108380843551,-1.36436699822597,0.0669031229977708,-0.138339658685488,"PRIVATE",1.74042581414902,16.8385855738793,"Test",-0.549610037609285
"State4","STABLE DEM",-1.16110548834397,1.45858171717258,0.544546242730043,-0.154340453362669,0.687018757015534,-1.15558748611074,-0.748306952072052,-0.245515234401104,"INSURANCE",-0.151230118356714,16.5655670937958,"Train",-0.549610037609285
"State5","STABLE DEM",-0.569525896581101,0.679724778503356,0.556875469881254,0.11968163512227,0.853078116325222,0.580521481025423,1.85066299852939,0.381766176635623,"INSURANCE",-0.169525864759125,25.0843900875298,"Test",-0.549610037609285
"State6","STABLE DEM",-0.0514338468508324,-1.89106602590446,0.913388611467389,0.137106860604388,0.256525265234068,1.15855528201325,0.560880153089039,0.134205616173979,"FREE",-1.16125249237976,22.1776739472355,"Train",1.81437530487885
"State7","UNSTABLE DEM",0.573474072934519,0.078177225601195,-0.260031132560489,0.057212489274056,-0.566080556888333,-0.47327285957434,-0.0106484199570893,0.315723806253115,"PRIVATE",1.7302393784168,23.6271940009857,"Train",-0.549610037609285
"State8","STABLE DEM",-0.778716455144611,0.902505431379472,1.45116805869685,-0.437377705863457,0.0747830568248004,-0.347333738366697,-0.790059027622519,0.823632343873837,"PRIVATE",1.7932085477049,13.9117885414711,"Train",-0.549610037609285
"State9","UNSTABLE DEM",-0.670165232139234,-0.403469117098456,0.376968950832324,-1.53662986929975,0.582231951347049,0.920723837688082,-0.104156876815882,0.908711859460061,"INSURANCE",-0.101140261813245,11.3468012141354,"Train",-0.549610037609285
"State10","UNSTABLE DEM",-0.0954024720864679,0.461639577739762,0.380209928478313,0.617315904870372,0.251199142059299,-0.770561873327595,-0.97188071752003,0.56265687953071,"PRIVATE",1.82482645179525,16.8509716783805,"Train",-0.549610037609285
