"CODE","GOVERN_TYPE","POPULATION","AGE25_PROPTN","AGE50_PROPTN","POP_DENSITY","GDP","INFANT_MORT","DOCS","VAX_RATE","HEALTHCARE_BASIS","HEALTHCARE_COST","DEATH_RATE","OBS_TYPE","HEALTHCARE_COST_shadow"
"State1","UNSTABLE DEM",1397.14249678733,20.8729847757446,41.7693473499101,485.864934194649,58.0074501895572,14.8913595854547,26.6460334036069,61.3865972735714,"INSURANCE",5257.70820998949,16.8606916283567,"Train",0
"State2","DICTATORSHIP",2843.45677018114,14.5808546347178,44.2485562412771,510.326017846595,57.6889756221013,15.2654835585986,25.9422339176059,63.6244797049278,"FREE",0,29.5586610159703,"Train",1
"State3","UNSTABLE DEM",690.725423338716,14.448007620378,35.6557029999631,496.83374135898,52.1411020916395,12.3000496759378,23.5236598244873,57.2423418003672,"PRIVATE",14605.4637218197,16.8385855738793,"Test",0
"State4","STABLE DEM",1144.50040285208,17.7806202677219,40.0978935012203,496.826790850102,59.5830306358177,12.5964753837042,21.5375408681238,56.4541706365758,"INSURANCE",5083.90096477207,16.5655670937958,"Train",0
"State5","STABLE DEM",1964.36969935995,16.2502724270136,40.1278840473858,499.128146806195,60.6669464948817,15.0614075225383,27.8694835707045,61.0672097218372,"INSURANCE",4991.81017037119,25.0843900875298,"Test",0
"State6","STABLE DEM",2682.39271816101,11.1990185174569,40.9950936218559,495.771452900558,57.8766839155103,15.8821014538286,24.2815650593601,59.2466447867288,"FREE",0,22.1776739472355,"Train",1
"State7","UNSTABLE DEM",3548.45169604066,15.0683133881173,38.1407785400446,495.252753001946,51.4037011179338,14.0761091928747,21.5144829513516,60.5815329099669,"PRIVATE",14554.1907680926,23.6271940009857,"Train",0
"State8","STABLE DEM",1674.45280825411,16.6880060776415,42.3032290906236,494.449721649439,55.5867970740327,13.7440362090099,21.435819126386,64.3167016788134,"PRIVATE",14871.1431730374,13.9117885414711,"Train",0
"State9","UNSTABLE DEM",1824.8937904646,14.121943902349,39.6902658010157,485.217726785232,58.8990578627269,15.5444277352777,23.1069015940688,64.9423780082071,"INSURANCE",5336.02594393696,11.3468012141354,"Train",0
"State10","UNSTABLE DEM",2938.41922159312,15.8217647004865,38.0700204297152,503.307494525836,54.4854991213249,13.143135774952,20.9928418914045,62.3974832927315,"PRIVATE",15030.2904327845,16.8509716783805,"Train",0
"State11","OTHER",5776.92764504907,14.307783621469,36.8925380366873,492.46168883546,58.8802802162998,14.3175375349502,23.8813981047592,60.1789877977393,"PRIVATE",16182.4471711762,27.9511902989843,"Train",0
"State12","UNSTABLE DEM",2731.30770932409,15.2975913851064,38.053797111999,484.383020031964,54.6398793989926,13.1890039981746,25.9519610676132,61.0673982870922,"INSURANCE",5007.87039738267,18.3327845441595,"Train",0
"State13","STABLE DEM",2826.11904530553,18.8992140036293,38.8581030111916,499.016410400302,56.6186429985973,11.9466667891843,23.2040055173859,64.1753403990872,"PRIVATE",13971.2501317575,17.2452986163547,"Train",0
"State14","UNSTABLE DEM",2547.47483860023,15.3055632790488,37.2970110753792,498.104596100429,50.3837778265068,13.8061832306801,23.9653846714932,66.8482373891161,"FREE",0,18.9568206005433,"Train",1
"State15","UNSTABLE DEM",3922.19830652521,14.1514284044391,40.0324678745591,496.289571847894,55.757092882721,18.0446281169769,26.0227743838415,66.5014780228122,"INSURANCE",4932.36134441614,19.4392905285461,"Test",0
"State16","UNSTABLE DEM",1962.22854394883,15.5264270308852,43.2069473295467,496.100782039193,58.662637421344,16.1098428989193,25.4733748758727,59.9122954023514,"INSURANCE",4631.91237779901,22.1602442139281,"Train",0
"State17","STABLE DEM",2656.70049291067,18.8569666546983,38.1419634328501,499.993014942079,58.0281730011457,15.1959828782171,24.7697121873978,61.2243488636612,"INSURANCE",5002.01437840825,18.3794184543348,"Test",0
"State18","UNSTABLE DEM",2837.83102753257,17.9277127757815,40.6313482423768,499.830943523464,54.5225621770409,14.6909461407914,24.730534690661,62.8264694127365,"PRIVATE",15907.9713255415,20.616779278975,"Train",0
"State19","DICTATORSHIP",902.395082308504,15.8696294014884,36.222407404968,490.640959418865,58.3525375099335,12.9684137317034,21.0183321057397,59.3985011692602,"PRIVATE",15179.5625762369,11.6473922376121,"Train",0
"State20","UNSTABLE DEM",2849.41608294374,15.1541815955852,40.1818836751569,499.130882507045,53.7920883920324,12.2941237966151,21.5596529087282,62.6024918059953,"FREE",0,15.3227192491354,"Test",1
"State21","UNSTABLE DEM",2909.97910353966,15.4720804622423,40.4684943881073,492.970786624697,56.1543418814265,12.4402517217268,22.1252617247352,59.6807758363304,"INSURANCE",5086.88945746489,15.9031072251046,"Train",0
"State22","STABLE DEM",1833.01483194163,14.7331275774405,40.7300328483908,503.869430190659,59.0780111538135,13.085568190994,22.4752505747297,59.1982215296566,"INSURANCE",4709.344387654,15.567486558722,"Test",0
"State23","DICTATORSHIP",1009.58730613695,14.8447047217548,35.7318786860612,494.33885161947,52.7687854516225,12.3262802749271,24.1124322891894,58.4812188756509,"INSURANCE",5155.66358739656,22.4614072291957,"Test",0
"State24","UNSTABLE DEM",239.87932363087,16.4327630776087,40.6623065202271,497.098776762306,51.3256913394669,15.3575324013358,26.7353884526552,57.297143253079,"FREE",0,23.5153636136151,"Train",1
"State25","UNSTABLE DEM",3802.9918864846,12.766737573495,41.6086655947726,498.638100434351,59.4557496370502,15.6925176917346,21.4836574422285,62.501220929385,"PRIVATE",14429.5708649802,16.5864636634909,"Train",0
"State26","UNSTABLE DEM",2696.01173097656,17.621904185519,42.0988885876459,499.822664593463,57.7893228586127,13.3295278575347,22.0579538797758,54.7789694081981,"INSURANCE",4977.71437020902,17.8649300284905,"Train",0
"State27","UNSTABLE DEM",2460.92006085592,19.8719284221157,39.869281766852,500.970425219757,55.0863453293045,10.0150997135504,25.4485289932214,54.6812859135107,"FREE",0,18.3066552268896,"Train",1
"State28","OTHER",930.843626466267,16.8228692068761,41.3488662919358,497.913380880885,51.3084252750025,11.3781447399433,21.7654173094225,62.3574622094395,"PRIVATE",15409.9447715623,16.6284348326574,"Test",0
"State29","UNSTABLE DEM",3152.88312773096,12.3594030764452,38.8411376573518,494.026809672651,54.8112425046277,15.704874797761,24.2394868386156,59.5998053718347,"INSURANCE",5164.04730520315,17.4627538332866,"Train",0
"State30","STABLE DEM",5936.8885012065,15.2524601112048,38.5021435401371,514.459065563619,51.0608409363273,15.4418530596125,24.5375762750079,65.4005539940437,"INSURANCE",4994.13901969698,19.7788143366361,"Train",0
"State31","STABLE DEM",1950.52416369559,15.4857781260714,41.8784117069983,506.642844886193,55.3329337784473,12.5427769053001,21.9045383389901,60.5222714043609,"INSURANCE",4979.11157999044,25.3197026273137,"Test",0
"State32","UNSTABLE DEM",1832.26815374317,17.2323160503893,41.6528720209604,497.521031843962,58.9681972316819,12.7866756496635,19.7295485447889,59.7718272577426,"PRIVATE",15872.286527664,14.958511999176,"Test",0
"State33","UNSTABLE DEM",608.09930446507,12.7719658879477,38.8638243875026,493.288486114897,59.1456513480796,14.1144050599857,21.8635525678863,60.7679040635021,"INSURANCE",4922.38836206106,13.4632037497816,"Test",0
"State34","UNSTABLE DEM",3325.21160102525,13.9717356217726,40.1556732631817,499.019988410741,51.9486963217245,14.697449765943,28.3841875728871,54.4303635289547,"INSURANCE",4697.90665890939,28.4986070672434,"Train",0
"State35","UNSTABLE DEM",1404.66163024928,16.1763636821237,37.8985905066583,509.639557159539,56.4499497652076,15.6680595833295,23.8103747084484,14,"INSURANCE",5031.82130693645,27.0643672703165,"Train",0
"State36","STABLE DEM",3320.08134543279,14.1209769473855,40.2330262220286,508.525274637924,32.8551842593796,14.3705200796993,22.8841827721733,60.5018975545199,"INSURANCE",4793.41447387503,32.270838734611,"Train",0
"State37","UNSTABLE DEM",1777.61509696116,16.3244620161773,39.5427155274996,505.715008018732,61.7927859373878,16.3646909020722,24.4798719921791,62.4932942391168,"PRIVATE",14940.4267220334,24.5027700275257,"Test",0
"State38","UNSTABLE DEM",2313.84647783198,14.5514943019369,36.8855161261039,498.619062200856,55.1152664083836,15.4461188269565,20.4352077122102,65.3830845573139,"PRIVATE",15115.1058474614,12.3376429637181,"Train",0
"State39","STABLE DEM",2655.31384120639,14.0414777091313,41.5614279546346,507.639112972283,53.7095941975451,14.3212035486763,24.3716576159738,60.6480390070115,"FREE",0,23.3908166849767,"Train",1
"State40","UNSTABLE DEM",3458.94637623602,14.3203699073718,36.7783421474378,496.99446377777,55.8412431103897,13.4905928494864,23.258260611492,61.2125977733253,"INSURANCE",4931.03002011825,18.7437844353041,"Test",0
"State41","OTHER",1003.32609539764,15.6813091435968,35.7514224033662,495.422299160277,58.6087004952394,16.5491306594063,26.5312470397553,61.4527056450268,"INSURANCE",4905.85846198624,19.3621590355179,"Train",0
"State42","UNSTABLE DEM",692.358203807942,14.1440447616707,39.0835282777013,507.684616918615,54.1462440995684,16.7316972037122,27.6131732725886,58.538937008955,"FREE",0,29.0212955668233,"Train",1
"State43","OTHER",5426.36922090774,17.0568452037036,42.5748668982798,494.203123627283,59.4379037605206,13.6138696982706,21.1170761330289,60.7228962998165,"FREE",0,15.6851916614696,"Train",1
"State44","STABLE DEM",677.196815647301,14.85213598031,42.9639775963122,493.259276136482,51.3251304645851,14.1447854407931,25.997567254868,60.8980971856104,"PRIVATE",14457.0293648906,20.4388307826395,"Test",0
"State45","UNSTABLE DEM",2411.32444341634,13.5779337159462,42.6629068136314,500.439389345484,58.5083232745776,15.5602468413027,23.5424110640408,60.4854619027496,"FREE",0,19.7925311384356,"Train",1
"State46","STABLE DEM",2869.70630634662,12.2781653670993,41.7353784154188,507.057752490824,62.3398816253183,14.02662811838,21.5067548441422,59.3691594452709,"INSURANCE",4944.5229603863,22.6422881851141,"Train",0
"State47","STABLE DEM",2203.79239294612,16.0980224084008,43.1424388708073,496.525845127635,60.015360579361,12.9210468439321,23.5104006323814,59.141963708962,"INSURANCE",4852.84061386401,21.6053555860398,"Test",0
"State48","UNSTABLE DEM",2394.91221916717,14.522586602645,39.1537724542238,510.559034758905,55.8223620744693,16.1669165156221,26.1971237385908,61.9745222155735,"INSURANCE",4780.89514955992,27.946112732531,"Train",0
"State49","STABLE DEM",6040.85016549942,16.8958658242107,43.0550892219628,493.720946097994,58.0227300524533,14.2856485520408,21.0224152241487,61.2314998163923,"INSURANCE",4866.73977978928,15.8420311248542,"Test",0
