"CODE","GOVERN_TYPE","POPULATION","AGE25_PROPTN","AGE50_PROPTN","POP_DENSITY","GDP","INFANT_MORT","DOCS","VAX_RATE","HEALTHCARE_BASIS","HEALTHCARE_COST","DEATH_RATE","OBS_TYPE","HEALTHCARE_COST_shadow"
"State1","UNSTABLE DEM",-0.992103243375572,3.00943229430198,1.19525693929985,-1.45081300010789,0.453337073665964,0.464407440583119,1.35402631091459,0.41189312014365,"INSURANCE",-0.116699704083631,16.8606916283567,"Train",-0.549610037609285
"State2","DICTATORSHIP",-0.126286431431507,-0.167336779469668,2.19661019598937,1.42809586545957,0.265678442832265,0.903608706261691,1.06766981895162,0.713045999539739,"FREE",-1.16125249237976,29.5586610159703,"Train",1.81437530487885
"State3","UNSTABLE DEM",-1.49740820280502,-0.234408546460919,-1.27404595057698,-0.159856448901293,-0.46524262058542,-1.35263798437263,0.0836190962192446,-0.145801265951506,"PRIVATE",1.74042581414902,16.8385855738793,"Test",-0.549610037609285
"State4","STABLE DEM",-1.17281985941502,1.44816008382089,0.520156200261727,-0.160674478139644,0.700048687166731,-1.14478211419744,-0.724477624903675,-0.251865825960085,"INSURANCE",-0.151230118356714,16.5655670937958,"Train",-0.549610037609285
"State5","STABLE DEM",-0.586361749637327,0.675518453162883,0.532269391359619,0.110180000717246,0.869773204327016,0.583646295405591,1.85181425323355,0.368912988792549,"INSURANCE",-0.169525864759125,25.0843900875298,"Test",-0.549610037609285
"State6","STABLE DEM",-0.0727549781964106,-1.87475734279025,0.882535613238628,0.115708068429748,0.252561426718975,1.15912287104142,0.747846345203912,0.123918718917908,"FREE",-1.16125249237976,22.1776739472355,"Train",1.81437530487885
"State7","UNSTABLE DEM",0.546742926270395,0.0787712726257241,-0.270323152613001,0.291178018271885,-0.580708247524213,-0.356636631129916,-0.498909979258433,0.303555234380937,"PRIVATE",1.7302393784168,23.6271940009857,"Train",-0.549610037609285
"State8","STABLE DEM",-0.793741282783345,0.896521307950777,1.41089194351919,-0.440439908536328,0.0743001052432374,-0.340104086369849,-0.765865380507062,0.806198632446616,"PRIVATE",1.7932085477049,13.9117885414711,"Train",-0.549610037609285
"State9","UNSTABLE DEM",-0.686129820278215,-0.399031513929371,0.355515243003919,-1.5269850608123,0.592949092956658,0.922343594596217,-0.0859482695335161,0.890396187030698,"INSURANCE",-0.101140261813245,11.3468012141354,"Train",-0.549610037609285
"State10","UNSTABLE DEM",-0.112125600199372,0.459173580600959,0.0539265808771376,0.602061773968382,0.197508851731744,-0.761459857267351,-0.946100532069219,0.54792852180092,"PRIVATE",1.82482645179525,16.8509716783805,"Train",-0.549610037609285
